sample_id,split,image_path,image_sha256,label_path,label_sha256,class_id,class_name,num_objects,source_dataset,site_id,real_or_synthetic
Barge_No_1_01__tile_r0002_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0002_c0003.png,32631d9acb91fe5f26e5432bfc72955e572cfa9f5e4a2c8a33d1376bf6758a83,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0002_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0003_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0003_c0000.png,fb6e30802ec0ee59eb812b2f4bf3ef60772fa5c852523488a3977ea0224e6432,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0003_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0003_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0003_c0001.png,cb3a53a1c2bf5baf79478e4d392dc3afcba81011f2d76169c0580803bceb4ae1,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0003_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0003_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0003_c0002.png,1ac9353ac66f0da60176471589555d87e43473c91f84a2b8e488fe5561e2b0e6,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0003_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0003_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0003_c0003.png,0efc4db8f1fff15c42a8a13604a6c06c1ae91b35b3e1882f85399b21400547db,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0003_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0004_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0004_c0000.png,24c6be52cba11b9b53e30035470fe4515c1dfce4556fd8b228558b5f91e554ef,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0004_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0004_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0004_c0001.png,d29d4236b5f8ef9cecbcba88e638ec9644dd55712a8308c6aa79454d764ee709,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0004_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0004_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0004_c0002.png,5ebb6cbd53a58de65fcffc5098178c5b59fceede84adbdc9d7271a28b6a1b011,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0004_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0004_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0004_c0003.png,213d16e35c99a19bb983779d79d1994bec833be3ec4b164c66ecafe4267cea58,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0004_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0005_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0005_c0000.png,d79440d5e76cfd25ce29ba801bf4ef1d40c56b73ff7aedcaae534fcc67fb8cc8,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0005_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0005_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0005_c0001.png,7522631d805f23bbf4ef96836a4f9d0ecbccae88b13a3f4ee96050d2925a3ea1,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0005_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0005_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0005_c0002.png,0158b7ecad039cf66baec71ae47371db0239686e09828476812e9c6d59832e4b,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0005_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_01__tile_r0005_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_01__tile_r0005_c0003.png,3c10a839abb46b37d180e55a15dc5d44887400c0c105d903b6c8e99b00ab34c6,data/dataset_v1.0/labels/train/Barge_No_1_01__tile_r0005_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_01,REAL
Barge_No_1_02__tile_r0000_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0000_c0000.png,2018d7538dd0eb86cda19fa8d4b2ca55637b462d4dbcea7b3c783f74e8eed38a,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0000_c0000.txt,cfc6c76e0b1ec97a5a778d323880c84feac1d82bac0158a36e4e4b52f0c518ec,2,shipwreck,1,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0000_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0000_c0001.png,22d5809f2fa6a7dfaf376396c7b51dd9743ac3b3b71d452af13033897aa9e8f2,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0000_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0000_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0000_c0002.png,c45363e6edcb7f2f8367187fedc6a77f90d2790817145ab45b13e603d6db944a,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0000_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0000_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0000_c0003.png,f16b428da280b4733b190d6437f99b935fc5449a368d855ff4941675883ab481,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0000_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0001_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0001_c0000.png,0215707c15450c3faa1c7d77993da4b5cdc67e4e7684e4868be090800c6028c3,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0001_c0000.txt,2f82995908f596f03eb78e74403a67c3180902852c3d69705695741e58a8290e,2,shipwreck,1,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0001_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0001_c0001.png,b6e7b0221ef3877ef1f3c61a938ff86fe164409714aef094ac64cd5cce86f31f,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0001_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0001_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0001_c0002.png,cde6a761668774886edfa075dec4eec94916654f2a5b977247cf600637222317,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0001_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0001_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0001_c0003.png,fcd82d5615d9df0bea442d2dcf3036a02adb8cfbd1908cf2a7005df42e0e0085,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0001_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0002_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0002_c0000.png,72ba9f0125a4aa17aed4c827f63c24d323ce6de61b19983badcaadf0a58b0e6c,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0002_c0000.txt,24715522578bac62202895535d30d1dc947c36595e506f9f25f64b82ddc82f99,2,shipwreck,1,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0002_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0002_c0001.png,64f0e7f0c78b88a106500ed04832288044bea263799aaa32d1baaf3d7418ec22,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0002_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0002_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0002_c0002.png,01812148ff0d9f5899cf42125702ffbae88654c8e33f68180e603fe1254c76af,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0002_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0002_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0002_c0003.png,3e3fcdd048c589816eab005200d580d276f2ec088aea3771caa3ae61cd750cfd,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0002_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0003_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0003_c0000.png,eba19bf2f866837021c300c2ac433a7e2cb10270c0886f4caf64e5055f493b2c,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0003_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0003_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0003_c0001.png,d36d8ec9f32f5906931aaf02faf53c2d0231f1901675214c7e281fc07318a27b,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0003_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0003_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0003_c0002.png,b966aad3b630da38c8b06e58ec51a74738714e6c80e1b3ee59c0476c4e4c5c56,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0003_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0003_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0003_c0003.png,574959a788769951d099d268193bdbc5af21621f1dc024481051d998fd2a1afc,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0003_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0004_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0004_c0000.png,adc72bfe79bb9fed0679ac7cc10a9aa72abf899b337d313cc9092ff0568a0611,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0004_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0004_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0004_c0001.png,dbfca93a293779cf7692aca886aa68e86dc92b84ea9953bafddece4589c9158d,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0004_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0004_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0004_c0002.png,b5acf3576f7445365892232cfb86379bf4e8b12f4cc2300d9fe9b5b8c9eadef8,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0004_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0004_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0004_c0003.png,09be8d5c5c4bbd7f0d94c784f260e6ea2236410ffa952d0cb6a980d13a63ff8a,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0004_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0005_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0005_c0000.png,30ab0244d3d8a5993d8ae2ba7ebaac0a3e9842bfea26d7fc6a3927568c0a623c,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0005_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0005_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0005_c0001.png,41a54209cb9f23cbf562d70784f26f3ece779139a40e8cf220632c90262dfe10,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0005_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0005_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0005_c0002.png,0c1596095c3cdb453168e5a24cd1ea34567555829e6d13c8e9ab69a69187bc16,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0005_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_02__tile_r0005_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_02__tile_r0005_c0003.png,143bf3c2ed632dfdaa66db70cc0587d07151959589c7c8c3027802cf9583e1cf,data/dataset_v1.0/labels/train/Barge_No_1_02__tile_r0005_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_02,REAL
Barge_No_1_03__tile_r0000_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0000_c0000.png,99725020f9364a25447b44cc7c2a2a11b177331621d0cefdfee238dd3e226f75,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0000_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0000_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0000_c0001.png,8125b038493903e4f849d0b13f38e969c48ad0beb7d757f60d851b5b85c6ae61,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0000_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0000_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0000_c0002.png,63eb89a312c555b50bcdc76e6ce8cdbe9e7247ce0373f62b15e8a5dd6544626d,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0000_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0000_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0000_c0003.png,4a5d28cb271570473047c97bf4902a9b90ddba3a5dd59ecdfd23ec667b8d7543,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0000_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0001_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0001_c0000.png,791de9cf99f0e90cdae98e518f0072f317becf22e75c1b21b42772532e8732d8,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0001_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0001_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0001_c0001.png,9dd652818228b7734e52c6daebf3d1374169eb8206209f287133c6914d69ef08,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0001_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0001_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0001_c0002.png,88de294bd20b1b0d773e5054f2bc925b69e36687cc1166bf949c007f95827eb5,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0001_c0002.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0001_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0001_c0003.png,3ae9ede47f21a512416990fa278b35f6c607ce5e741b8c2e48c573ada00e9aae,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0001_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0002_c0000,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0002_c0000.png,9712a81198c2cfb69cc4983c69e6f20b89daf472434932268971e287e66b3880,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0002_c0000.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0002_c0001,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0002_c0001.png,8d7ce7c6441c62f36ff3db71e2e3154d955ddc4893dec2927c9ee049896f3b26,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0002_c0001.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0002_c0002,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0002_c0002.png,d7a219827616d644a5eea617a603297f5e9971f46c77b1b06e5f8037bb80c936,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0002_c0002.txt,9c08537911ec15b8bb2d896896e04a0204829a6efd17e274e81e8c650a9fe436,2,shipwreck,2,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
Barge_No_1_03__tile_r0002_c0003,train,data/dataset_v1.0/images/train/Barge_No_1_03__tile_r0002_c0003.png,65160666036d459c47b0a55b5a4c15c70218d73d3c9038e1d085525eb83ccf41,data/dataset_v1.0/labels/train/Barge_No_1_03__tile_r0002_c0003.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,negative_background,0,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,REAL
