filename,source,source_id_swath_site,split,class_id,class_name,num_objects
Barge_No_1_03__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,2,shipwreck,2
Barge_No_1_03__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,2,shipwreck,1
Barge_No_1_03__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,2,shipwreck,1
Barge_No_1_03__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,2,shipwreck,1
Barge_No_1_03__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,2,shipwreck,1
Barge_No_1_03__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_03__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_03,train,-1,negative_background,0
Barge_No_1_04__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,2
Barge_No_1_04__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,2,shipwreck,1
Barge_No_1_04__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_04__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_04,train,-1,negative_background,0
Barge_No_1_05__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,2,shipwreck,1
Barge_No_1_05__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_05__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_05,train,-1,negative_background,0
Barge_No_1_06__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,2,shipwreck,1
Barge_No_1_06__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,2,shipwreck,1
Barge_No_1_06__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,2,shipwreck,1
Barge_No_1_06__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_06__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_06,train,-1,negative_background,0
Barge_No_1_07__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_07__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_07,train,-1,negative_background,0
Barge_No_1_08__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0002_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0002_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0002_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0003_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0003_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0003_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0003_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0004_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0004_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0004_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0004_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0005_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0005_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0005_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0005_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0006_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0006_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0006_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_08__tile_r0006_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_08,train,-1,negative_background,0
Barge_No_1_09__tile_r0000_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0000_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0000_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0000_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0001_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0001_c0001.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0001_c0002.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0001_c0003.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
Barge_No_1_09__tile_r0002_c0000.png,AI4Shipwrecks-NOAA-ThunderBay,Barge_No_1_09,train,-1,negative_background,0
