tile,source_image,mode,num_boxes,split
sctd_000183_t0.png,000183.jpg,pad,1,train
sctd_000185_t0.png,000185.jpg,pad,1,test
sctd_000187_t0.png,000187.jpg,slide,1,val
sctd_000189_t0.png,000189.jpg,pad,1,train
sctd_000192_t0.png,000192.jpg,slide,1,train
sctd_000193_t0.png,000193.jpg,slide,1,train
sctd_000194_t0.png,000194.jpg,slide,1,train
sctd_000194_t1.png,000194.jpg,slide,1,train
sctd_000195_t0.png,000195.jpg,pad,1,train
sctd_000196_t0.png,000196.jpg,slide,1,train
sctd_000196_t1.png,000196.jpg,slide,1,train
sctd_000197_t0.png,000197.jpg,slide,1,train
sctd_000200_t0.png,000200.jpg,pad,1,val
sctd_000201_t0.png,000201.jpg,pad,1,test
sctd_000202_t0.png,000202.jpg,pad,1,val
sctd_000203_t0.png,000203.jpg,slide,1,val
sctd_000204_t0.png,000204.jpg,slide,1,val
sctd_000206_t0.png,000206.jpg,slide,1,train
sctd_000208_t0.png,000208.jpg,pad,1,test
sctd_000209_t0.png,000209.jpg,slide,1,train
sctd_000211_t0.png,000211.jpg,pad,1,test
sctd_000212_t0.png,000212.jpg,slide,1,train
sctd_000213_t0.png,000213.jpg,pad,1,train
sctd_000214_t0.png,000214.jpg,pad,1,train
sctd_000215_t0.png,000215.jpg,pad,1,train
sctd_000216_t0.png,000216.jpg,pad,1,train
sctd_000217_t0.png,000217.jpg,pad,1,val
sctd_000218_t0.png,000218.jpg,pad,1,val
sctd_000219_t0.png,000219.jpg,pad,1,test
sctd_000220_t0.png,000220.jpg,pad,1,train
sctd_000221_t0.png,000221.jpg,pad,1,train
sctd_000223_t0.png,000223.jpg,pad,1,train
sctd_000225_t0.png,000225.jpg,pad,1,train
sctd_000226_t0.png,000226.jpg,pad,1,train
sctd_000227_t0.png,000227.jpg,pad,1,train
sctd_000228_t0.png,000228.jpg,pad,1,train
sctd_000229_t0.png,000229.jpg,pad,1,train
sctd_000231_t0.png,000231.jpg,pad,1,train
sctd_000232_t0.png,000232.jpg,pad,1,train
sctd_000233_t0.png,000233.jpg,pad,1,val
sctd_000234_t0.png,000234.jpg,pad,1,train
sctd_000235_t0.png,000235.jpg,pad,1,train
sctd_000237_t0.png,000237.jpg,pad,1,train
sctd_000238_t0.png,000238.jpg,pad,1,train
sctd_000240_t0.png,000240.jpg,pad,1,val
sctd_000241_t0.png,000241.jpg,pad,1,train
sctd_000242_t0.png,000242.jpg,pad,1,train
sctd_000243_t0.png,000243.jpg,pad,1,train
sctd_000244_t0.png,000244.jpg,pad,1,train
sctd_000246_t0.png,000246.jpg,pad,1,train
sctd_000247_t0.png,000247.jpg,pad,1,test
sctd_000252_t0.png,000252.jpg,pad,1,train
sctd_000253_t0.png,000253.jpg,pad,1,test
sctd_000254_t0.png,000254.jpg,pad,1,train
sctd_000255_t0.png,000255.jpg,pad,1,test
sctd_000256_t0.png,000256.jpg,pad,1,train
sctd_000258_t0.png,000258.jpg,pad,1,train
sctd_000259_t0.png,000259.jpg,pad,1,train
sctd_000261_t0.png,000261.jpg,pad,1,train
sctd_000262_t0.png,000262.jpg,pad,1,val
sctd_000264_t0.png,000264.jpg,pad,1,train
sctd_000267_t0.png,000267.jpg,pad,1,test
sctd_000268_t0.png,000268.jpg,pad,1,train
sctd_000269_t0.png,000269.jpg,pad,1,val
sctd_000270_t0.png,000270.jpg,pad,1,val
sctd_000271_t0.png,000271.jpg,pad,1,train
sctd_000274_t0.png,000274.jpg,pad,1,train
sctd_000276_t0.png,000276.jpg,pad,1,val
sctd_000278_t0.png,000278.jpg,pad,1,train
sctd_000279_t0.png,000279.jpg,pad,1,train
sctd_000281_t0.png,000281.jpg,pad,1,train
sctd_000282_t0.png,000282.jpg,pad,2,test
sctd_000283_t0.png,000283.jpg,pad,2,test
sctd_000284_t0.png,000284.jpg,pad,1,train
sctd_000285_t0.png,000285.jpg,pad,1,train
sctd_000286_t0.png,000286.jpg,pad,1,train
sctd_000287_t0.png,000287.jpg,pad,1,train
sctd_000288_t0.png,000288.jpg,pad,1,train
sctd_000289_t0.png,000289.jpg,pad,1,train
sctd_000290_t0.png,000290.jpg,pad,1,train
sctd_000291_t0.png,000291.jpg,pad,1,val
sctd_000292_t0.png,000292.jpg,pad,1,train
sctd_000294_t0.png,000294.jpg,pad,1,train
sctd_000295_t0.png,000295.jpg,pad,1,val
sctd_000298_t0.png,000298.jpg,pad,1,train
sctd_000302_t0.png,000302.jpg,slide,1,train
sctd_000302_t1.png,000302.jpg,slide,1,train
sctd_000306_t0.png,000306.jpg,slide,1,train
sctd_000307_t0.png,000307.jpg,slide,1,train
sctd_000307_t1.png,000307.jpg,slide,1,train
sctd_000308_t0.png,000308.jpg,slide,1,train
sctd_000311_t0.png,000311.jpg,slide,0,train
sctd_000311_t1.png,000311.jpg,slide,1,train
sctd_000311_t2.png,000311.jpg,slide,1,train
sctd_000311_t3.png,000311.jpg,slide,0,train
sctd_000311_t4.png,000311.jpg,slide,1,train
sctd_000311_t5.png,000311.jpg,slide,1,train
sctd_000311_t6.png,000311.jpg,slide,0,train
sctd_000311_t7.png,000311.jpg,slide,1,train
sctd_000311_t8.png,000311.jpg,slide,1,train
sctd_000312_t0.png,000312.jpg,pad,1,train
sctd_000313_t0.png,000313.jpg,slide,1,train
sctd_000314_t0.png,000314.jpg,slide,1,test
sctd_000315_t0.png,000315.jpg,slide,1,train
sctd_000316_t0.png,000316.jpg,slide,1,test
sctd_000317_t0.png,000317.jpg,slide,1,train
sctd_000319_t0.png,000319.jpg,slide,1,train
sctd_000320_t0.png,000320.jpg,pad,1,val
sctd_000321_t0.png,000321.jpg,pad,1,train
sctd_000322_t0.png,000322.jpg,slide,1,train
sctd_000322_t1.png,000322.jpg,slide,1,train
sctd_000323_t0.png,000323.jpg,pad,1,train
sctd_000324_t0.png,000324.jpg,slide,1,train
sctd_000325_t0.png,000325.jpg,pad,1,train
sctd_000326_t0.png,000326.jpg,pad,1,train
sctd_000327_t0.png,000327.jpg,slide,1,train
sctd_000328_t0.png,000328.jpg,slide,1,train
sctd_000329_t0.png,000329.jpg,pad,1,train
sctd_000330_t0.png,000330.jpg,pad,1,test
sctd_000331_t0.png,000331.jpg,slide,1,train
sctd_000333_t0.png,000333.jpg,pad,1,train
sctd_000335_t0.png,000335.jpg,pad,1,val
sctd_000336_t0.png,000336.jpg,pad,1,train
sctd_000339_t0.png,000339.jpg,pad,1,val
sctd_000340_t0.png,000340.jpg,pad,1,test
sctd_000341_t0.png,000341.jpg,pad,1,val
sctd_000342_t0.png,000342.jpg,pad,1,train
sctd_000343_t0.png,000343.jpg,pad,1,train
sctd_000344_t0.png,000344.jpg,pad,1,train
sctd_000345_t0.png,000345.jpg,pad,1,train
sctd_000346_t0.png,000346.jpg,pad,1,train
sctd_000348_t0.png,000348.jpg,pad,1,train
sctd_000349_t0.png,000349.jpg,pad,1,train
sctd_000351_t0.png,000351.jpg,pad,1,train
sctd_000352_t0.png,000352.jpg,pad,1,train
sctd_000353_t0.png,000353.jpg,pad,1,train
sctd_000354_t0.png,000354.jpg,pad,1,train
sctd_000356_t0.png,000356.jpg,pad,1,train
sctd_000357_t0.png,000357.jpg,pad,1,train
sctd_000358_t0.png,000358.jpg,pad,1,train
sctd_000359_t0.png,000359.jpg,pad,1,train
sctd_000360_t0.png,000360.jpg,pad,1,train
sctd_000361_t0.png,000361.jpg,pad,1,train
sctd_000363_t0.png,000363.jpg,slide,2,train
sctd_000364_t0.png,000364.jpg,pad,1,val
sctd_000365_t0.png,000365.jpg,pad,1,train
sctd_000366_t0.png,000366.jpg,pad,1,train
sctd_000367_t0.png,000367.jpg,slide,1,test
sctd_000368_t0.png,000368.jpg,pad,1,train
sctd_000369_t0.png,000369.jpg,pad,1,train
sctd_000370_t0.png,000370.jpg,pad,1,train
sctd_000372_t0.png,000372.jpg,pad,1,train
sctd_000373_t0.png,000373.jpg,pad,1,train
sctd_000376_t0.png,000376.jpg,slide,1,train
sctd_000377_t0.png,000377.jpg,slide,1,train
sctd_000378_t0.png,000378.jpg,slide,1,val
sctd_000379_t0.png,000379.jpg,slide,1,train
sctd_000381_t0.png,000381.jpg,slide,1,train
sctd_000382_t0.png,000382.jpg,slide,1,train
sctd_000383_t0.png,000383.jpg,slide,1,val
sctd_000383_t1.png,000383.jpg,slide,1,val
sctd_000384_t0.png,000384.jpg,slide,1,train
sctd_000385_t0.png,000385.jpg,slide,1,train
sctd_000386_t0.png,000386.jpg,pad,1,val
sctd_000387_t0.png,000387.jpg,pad,1,test
sctd_000388_t0.png,000388.jpg,pad,1,train
sctd_000389_t0.png,000389.jpg,pad,1,train
sctd_000390_t0.png,000390.jpg,slide,1,train
sctd_000390_t1.png,000390.jpg,slide,1,train
sctd_000390_t2.png,000390.jpg,slide,1,train
sctd_000392_t0.png,000392.jpg,pad,1,train
sctd_000393_t0.png,000393.jpg,pad,1,test
sctd_000394_t0.png,000394.jpg,slide,1,train
sctd_000395_t0.png,000395.jpg,slide,1,train
sctd_000398_t0.png,000398.jpg,slide,1,test
sctd_000399_t0.png,000399.jpg,slide,1,train
sctd_000400_t0.png,000400.jpg,slide,1,train
sctd_000401_t0.png,000401.jpg,pad,1,train
sctd_000402_t0.png,000402.jpg,slide,1,train
sctd_000403_t0.png,000403.jpg,slide,1,test
sctd_000403_t1.png,000403.jpg,slide,1,test
sctd_000405_t0.png,000405.jpg,slide,1,val
sctd_000406_t0.png,000406.jpg,slide,1,train
sctd_000408_t0.png,000408.jpg,slide,1,train
sctd_000409_t0.png,000409.jpg,slide,1,train
sctd_000411_t0.png,000411.jpg,pad,1,val
sctd_000412_t0.png,000412.jpg,slide,1,train
sctd_000413_t0.png,000413.jpg,pad,1,train
sctd_000414_t0.png,000414.jpg,slide,1,val
sctd_000415_t0.png,000415.jpg,slide,1,train
sctd_000416_t0.png,000416.jpg,slide,1,train
sctd_000417_t0.png,000417.jpg,slide,1,train
sctd_000418_t0.png,000418.jpg,slide,1,val
sctd_000419_t0.png,000419.jpg,pad,1,train
sctd_000420_t0.png,000420.jpg,pad,1,test
sctd_000422_t0.png,000422.jpg,slide,1,test
sctd_000431_t0.png,000431.jpg,pad,1,train
sctd_000432_t0.png,000432.jpg,slide,1,train
sctd_000433_t0.png,000433.jpg,slide,1,val
sctd_000434_t0.png,000434.jpg,pad,1,train
sctd_000435_t0.png,000435.jpg,slide,1,train
sctd_000438_t0.png,000438.jpg,slide,1,test
sctd_000439_t0.png,000439.jpg,pad,1,test
sctd_000440_t0.png,000440.jpg,pad,1,train
sctd_000441_t0.png,000441.jpg,slide,1,val
sctd_000442_t0.png,000442.jpg,slide,2,train
sctd_000443_t0.png,000443.jpg,slide,1,train
sctd_000444_t0.png,000444.jpg,slide,1,train
sctd_000445_t0.png,000445.jpg,slide,1,train
sctd_000446_t0.png,000446.jpg,pad,1,val
sctd_000447_t0.png,000447.jpg,pad,1,train
sctd_000450_t0.png,000450.jpg,slide,1,train
sctd_000452_t0.png,000452.jpg,pad,1,train
sctd_000455_t0.png,000455.jpg,pad,1,train
sctd_000456_t0.png,000456.jpg,slide,1,train
sctd_000457_t0.png,000457.jpg,pad,1,val
sctd_000458_t0.png,000458.jpg,slide,1,train
sctd_000461_t0.png,000461.jpg,slide,1,train
sctd_000462_t0.png,000462.jpg,slide,1,train
sctd_000463_t0.png,000463.jpg,slide,1,train
sctd_000466_t0.png,000466.jpg,slide,1,test
sctd_000467_t0.png,000467.jpg,slide,1,train
sctd_000468_t0.png,000468.jpg,pad,1,val
sctd_000469_t0.png,000469.jpg,slide,1,val
sctd_000470_t0.png,000470.jpg,slide,1,train
sctd_000471_t0.png,000471.jpg,slide,1,test
sctd_000472_t0.png,000472.jpg,slide,1,train
sctd_000473_t0.png,000473.jpg,slide,1,train
sctd_000474_t0.png,000474.jpg,slide,1,train
sctd_000475_t0.png,000475.jpg,slide,1,train
sctd_000476_t0.png,000476.jpg,slide,1,train
sctd_000477_t0.png,000477.jpg,slide,1,train
sctd_000478_t0.png,000478.jpg,slide,1,val
sctd_000479_t0.png,000479.jpg,slide,1,train
sctd_000481_t0.png,000481.jpg,slide,1,test
sctd_000481_t1.png,000481.jpg,slide,1,test
sctd_000482_t0.png,000482.jpg,slide,1,train
sctd_000484_t0.png,000484.jpg,slide,1,val
sctd_000485_t0.png,000485.jpg,slide,1,test
sctd_000486_t0.png,000486.jpg,pad,1,train
sctd_000487_t0.png,000487.jpg,slide,1,test
sctd_000488_t0.png,000488.jpg,slide,1,test
sctd_000489_t0.png,000489.jpg,slide,1,train
sctd_000490_t0.png,000490.jpg,pad,1,test
sctd_000491_t0.png,000491.jpg,slide,1,val
sctd_000493_t0.png,000493.jpg,pad,2,train
sctd_000495_t0.png,000495.jpg,pad,1,val
sctd_000496_t0.png,000496.jpg,pad,1,train
sctd_000497_t0.png,000497.jpg,pad,1,train
sctd_000498_t0.png,000498.jpg,slide,1,train
sctd_000499_t0.png,000499.jpg,pad,1,test
