tile,source_image,orig_class,mode,weak_label
klsg_plane-46_t0.png,plane-46.png,plane,pad,True
klsg_plane-47_t0.png,plane-47.png,plane,pad,True
klsg_plane-48_t0.png,plane-48.png,plane,pad,True
klsg_plane-5_t0.png,plane-5.png,plane,pad,True
klsg_plane-6_t0.png,plane-6.png,plane,slide,True
klsg_plane-7_t0.png,plane-7.png,plane,pad,True
klsg_plane-8_t0.png,plane-8.png,plane,pad,True
klsg_plane-9_t0.png,plane-9.png,plane,pad,True
klsg_ship-001_t0.png,ship-001.png,ship,pad,True
klsg_ship-002_t0.png,ship-002.png,ship,pad,True
klsg_ship-003_t0.png,ship-003.png,ship,pad,True
klsg_ship-004_t0.png,ship-004.png,ship,slide,True
klsg_ship-005-1_t0.png,ship-005-1.png,ship,pad,True
klsg_ship-005_t0.png,ship-005.png,ship,slide,True
klsg_ship-006_t0.png,ship-006.png,ship,pad,True
klsg_ship-007_t0.png,ship-007.png,ship,pad,True
klsg_ship-008_t0.png,ship-008.png,ship,pad,True
klsg_ship-009_t0.png,ship-009.png,ship,pad,True
klsg_ship-010_t0.png,ship-010.png,ship,pad,True
klsg_ship-011_t0.png,ship-011.png,ship,slide,True
klsg_ship-012_t0.png,ship-012.png,ship,pad,True
klsg_ship-013-1_t0.png,ship-013-1.png,ship,pad,True
klsg_ship-013_t0.png,ship-013.png,ship,pad,True
klsg_ship-014_t0.png,ship-014.png,ship,pad,True
klsg_ship-015_t0.png,ship-015.png,ship,pad,True
klsg_ship-016_t0.png,ship-016.png,ship,pad,True
klsg_ship-017_t0.png,ship-017.png,ship,slide,True
klsg_ship-018_t0.png,ship-018.png,ship,pad,True
klsg_ship-019-1_t0.png,ship-019-1.png,ship,pad,True
klsg_ship-019-2_t0.png,ship-019-2.png,ship,pad,True
klsg_ship-019_t0.png,ship-019.png,ship,pad,True
klsg_ship-020_t0.png,ship-020.png,ship,pad,True
klsg_ship-021-1_t0.png,ship-021-1.png,ship,pad,True
klsg_ship-021-2_t0.png,ship-021-2.png,ship,pad,True
klsg_ship-021_t0.png,ship-021.png,ship,pad,True
klsg_ship-022-1_t0.png,ship-022-1.png,ship,pad,True
klsg_ship-022_t0.png,ship-022.png,ship,pad,True
klsg_ship-023-1_t0.png,ship-023-1.png,ship,pad,True
klsg_ship-023-2_t0.png,ship-023-2.png,ship,pad,True
klsg_ship-023_t0.png,ship-023.png,ship,pad,True
klsg_ship-024-1_t0.png,ship-024-1.png,ship,pad,True
klsg_ship-024-2_t0.png,ship-024-2.png,ship,pad,True
klsg_ship-024_t0.png,ship-024.png,ship,pad,True
klsg_ship-025-1_t0.png,ship-025-1.png,ship,pad,True
klsg_ship-025-2_t0.png,ship-025-2.png,ship,pad,True
klsg_ship-025_t0.png,ship-025.png,ship,pad,True
klsg_ship-026-1_t0.png,ship-026-1.png,ship,pad,True
klsg_ship-026-2_t0.png,ship-026-2.png,ship,pad,True
klsg_ship-026_t0.png,ship-026.png,ship,pad,True
klsg_ship-027-1_t0.png,ship-027-1.png,ship,pad,True
klsg_ship-027-2_t0.png,ship-027-2.png,ship,pad,True
klsg_ship-027_t0.png,ship-027.png,ship,pad,True
klsg_ship-028_t0.png,ship-028.png,ship,slide,True
klsg_ship-029_t0.png,ship-029.png,ship,pad,True
klsg_ship-030_t0.png,ship-030.png,ship,pad,True
klsg_ship-031_t0.png,ship-031.png,ship,pad,True
klsg_ship-032_t0.png,ship-032.png,ship,slide,True
klsg_ship-033_t0.png,ship-033.png,ship,pad,True
klsg_ship-034_t0.png,ship-034.png,ship,pad,True
klsg_ship-035_t0.png,ship-035.png,ship,slide,True
klsg_ship-036_t0.png,ship-036.png,ship,pad,True
klsg_ship-037_t0.png,ship-037.png,ship,pad,True
klsg_ship-039_t0.png,ship-039.png,ship,pad,True
klsg_ship-040_t0.png,ship-040.png,ship,pad,True
klsg_ship-042_t0.png,ship-042.png,ship,pad,True
klsg_ship-043_t0.png,ship-043.png,ship,pad,True
klsg_ship-044_t0.png,ship-044.png,ship,pad,True
klsg_ship-045_t0.png,ship-045.png,ship,pad,True
klsg_ship-046_t0.png,ship-046.png,ship,pad,True
klsg_ship-047_t0.png,ship-047.png,ship,pad,True
klsg_ship-048_t0.png,ship-048.png,ship,pad,True
klsg_ship-049_t0.png,ship-049.png,ship,slide,True
klsg_ship-050_t0.png,ship-050.png,ship,pad,True
klsg_ship-051_t0.png,ship-051.png,ship,pad,True
klsg_ship-052_t0.png,ship-052.png,ship,pad,True
klsg_ship-053_t0.png,ship-053.png,ship,pad,True
klsg_ship-054_t0.png,ship-054.png,ship,pad,True
klsg_ship-055_t0.png,ship-055.png,ship,pad,True
klsg_ship-056_t0.png,ship-056.png,ship,pad,True
klsg_ship-057_t0.png,ship-057.png,ship,pad,True
klsg_ship-058_t0.png,ship-058.png,ship,pad,True
klsg_ship-059_t0.png,ship-059.png,ship,pad,True
klsg_ship-060-1_t0.png,ship-060-1.png,ship,pad,True
klsg_ship-060_t0.png,ship-060.png,ship,pad,True
klsg_ship-061_t0.png,ship-061.png,ship,pad,True
klsg_ship-062_t0.png,ship-062.png,ship,pad,True
klsg_ship-063_t0.png,ship-063.png,ship,pad,True
klsg_ship-064_t0.png,ship-064.png,ship,pad,True
klsg_ship-065_t0.png,ship-065.png,ship,pad,True
klsg_ship-066_t0.png,ship-066.png,ship,pad,True
klsg_ship-067_t0.png,ship-067.png,ship,pad,True
klsg_ship-068_t0.png,ship-068.png,ship,pad,True
klsg_ship-069_t0.png,ship-069.png,ship,pad,True
klsg_ship-070_t0.png,ship-070.png,ship,pad,True
klsg_ship-071_t0.png,ship-071.png,ship,pad,True
klsg_ship-072_t0.png,ship-072.png,ship,pad,True
klsg_ship-073_t0.png,ship-073.png,ship,slide,True
klsg_ship-074_t0.png,ship-074.png,ship,pad,True
klsg_ship-075_t0.png,ship-075.png,ship,pad,True
klsg_ship-076_t0.png,ship-076.png,ship,pad,True
klsg_ship-077_t0.png,ship-077.png,ship,slide,True
klsg_ship-078_t0.png,ship-078.png,ship,pad,True
klsg_ship-079_t0.png,ship-079.png,ship,pad,True
klsg_ship-080_t0.png,ship-080.png,ship,pad,True
klsg_ship-081_t0.png,ship-081.png,ship,pad,True
klsg_ship-082_t0.png,ship-082.png,ship,pad,True
klsg_ship-083_t0.png,ship-083.png,ship,pad,True
klsg_ship-084_t0.png,ship-084.png,ship,pad,True
klsg_ship-085_t0.png,ship-085.png,ship,pad,True
klsg_ship-086_t0.png,ship-086.png,ship,slide,True
klsg_ship-087_t0.png,ship-087.png,ship,slide,True
klsg_ship-088_t0.png,ship-088.png,ship,pad,True
klsg_ship-089_t0.png,ship-089.png,ship,pad,True
klsg_ship-090_t0.png,ship-090.png,ship,pad,True
klsg_ship-091_t0.png,ship-091.png,ship,pad,True
klsg_ship-092_t0.png,ship-092.png,ship,pad,True
klsg_ship-093_t0.png,ship-093.png,ship,pad,True
klsg_ship-094_t0.png,ship-094.png,ship,slide,True
klsg_ship-095_t0.png,ship-095.png,ship,pad,True
klsg_ship-096_t0.png,ship-096.png,ship,pad,True
klsg_ship-097_t0.png,ship-097.png,ship,pad,True
klsg_ship-098_t0.png,ship-098.png,ship,pad,True
klsg_ship-099_t0.png,ship-099.png,ship,pad,True
klsg_ship-100_t0.png,ship-100.png,ship,pad,True
klsg_ship-101_t0.png,ship-101.png,ship,pad,True
klsg_ship-102_t0.png,ship-102.png,ship,slide,True
klsg_ship-103_t0.png,ship-103.png,ship,pad,True
klsg_ship-104_t0.png,ship-104.png,ship,pad,True
klsg_ship-105_t0.png,ship-105.png,ship,pad,True
klsg_ship-106_t0.png,ship-106.png,ship,pad,True
klsg_ship-107_t0.png,ship-107.png,ship,pad,True
klsg_ship-108_t0.png,ship-108.png,ship,pad,True
klsg_ship-109_t0.png,ship-109.png,ship,pad,True
klsg_ship-110_t0.png,ship-110.png,ship,pad,True
klsg_ship-111_t0.png,ship-111.png,ship,pad,True
klsg_ship-112-1_t0.png,ship-112-1.png,ship,pad,True
klsg_ship-112-2_t0.png,ship-112-2.png,ship,pad,True
klsg_ship-112-3_t0.png,ship-112-3.png,ship,pad,True
klsg_ship-112_t0.png,ship-112.png,ship,pad,True
klsg_ship-113_t0.png,ship-113.png,ship,slide,True
klsg_ship-113_t1.png,ship-113.png,ship,slide,True
klsg_ship-113_t2.png,ship-113.png,ship,slide,True
klsg_ship-113_t3.png,ship-113.png,ship,slide,True
klsg_ship-113_t4.png,ship-113.png,ship,slide,True
klsg_ship-113_t5.png,ship-113.png,ship,slide,True
klsg_ship-113_t6.png,ship-113.png,ship,slide,True
klsg_ship-113_t7.png,ship-113.png,ship,slide,True
klsg_ship-113_t8.png,ship-113.png,ship,slide,True
klsg_ship-113_t9.png,ship-113.png,ship,slide,True
klsg_ship-113_t10.png,ship-113.png,ship,slide,True
klsg_ship-113_t11.png,ship-113.png,ship,slide,True
klsg_ship-113_t12.png,ship-113.png,ship,slide,True
klsg_ship-113_t13.png,ship-113.png,ship,slide,True
klsg_ship-113_t14.png,ship-113.png,ship,slide,True
klsg_ship-113_t15.png,ship-113.png,ship,slide,True
klsg_ship-113_t16.png,ship-113.png,ship,slide,True
klsg_ship-113_t17.png,ship-113.png,ship,slide,True
klsg_ship-113_t18.png,ship-113.png,ship,slide,True
klsg_ship-113_t19.png,ship-113.png,ship,slide,True
klsg_ship-114_t0.png,ship-114.png,ship,pad,True
klsg_ship-115_t0.png,ship-115.png,ship,pad,True
klsg_ship-116_t0.png,ship-116.png,ship,pad,True
klsg_ship-117_t0.png,ship-117.png,ship,pad,True
klsg_ship-118_t0.png,ship-118.png,ship,pad,True
klsg_ship-119_t0.png,ship-119.png,ship,pad,True
klsg_ship-120-1_t0.png,ship-120-1.png,ship,pad,True
klsg_ship-120_t0.png,ship-120.png,ship,pad,True
klsg_ship-121_t0.png,ship-121.png,ship,pad,True
klsg_ship-122_t0.png,ship-122.png,ship,pad,True
klsg_ship-123_t0.png,ship-123.png,ship,slide,True
klsg_ship-124_t0.png,ship-124.png,ship,pad,True
klsg_ship-125_t0.png,ship-125.png,ship,pad,True
klsg_ship-126_t0.png,ship-126.png,ship,pad,True
klsg_ship-127_t0.png,ship-127.png,ship,pad,True
klsg_ship-128_t0.png,ship-128.png,ship,pad,True
klsg_ship-129_t0.png,ship-129.png,ship,pad,True
klsg_ship-130_t0.png,ship-130.png,ship,pad,True
klsg_ship-131_t0.png,ship-131.png,ship,pad,True
klsg_ship-132_t0.png,ship-132.png,ship,pad,True
klsg_ship-133_t0.png,ship-133.png,ship,slide,True
klsg_ship-134_t0.png,ship-134.png,ship,pad,True
klsg_ship-135_t0.png,ship-135.png,ship,pad,True
klsg_ship-136_t0.png,ship-136.png,ship,pad,True
klsg_ship-137_t0.png,ship-137.png,ship,pad,True
klsg_ship-138_t0.png,ship-138.png,ship,pad,True
klsg_ship-139_t0.png,ship-139.png,ship,pad,True
klsg_ship-140_t0.png,ship-140.png,ship,pad,True
klsg_ship-141_t0.png,ship-141.png,ship,pad,True
klsg_ship-142_t0.png,ship-142.png,ship,pad,True
klsg_ship-143_t0.png,ship-143.png,ship,pad,True
klsg_ship-144_t0.png,ship-144.png,ship,pad,True
klsg_ship-145_t0.png,ship-145.png,ship,pad,True
klsg_ship-146_t0.png,ship-146.png,ship,pad,True
klsg_ship-147_t0.png,ship-147.png,ship,pad,True
klsg_ship-148_t0.png,ship-148.png,ship,pad,True
klsg_ship-149_t0.png,ship-149.png,ship,pad,True
klsg_ship-150_t0.png,ship-150.png,ship,slide,True
klsg_ship-151_t0.png,ship-151.png,ship,pad,True
klsg_ship-152_t0.png,ship-152.png,ship,pad,True
klsg_ship-153_t0.png,ship-153.png,ship,pad,True
klsg_ship-154_t0.png,ship-154.png,ship,slide,True
klsg_ship-155_t0.png,ship-155.png,ship,slide,True
klsg_ship-156_t0.png,ship-156.png,ship,pad,True
klsg_ship-157_t0.png,ship-157.png,ship,pad,True
klsg_ship-158_t0.png,ship-158.png,ship,slide,True
klsg_ship-159_t0.png,ship-159.png,ship,slide,True
klsg_ship-160_t0.png,ship-160.png,ship,pad,True
klsg_ship-161_t0.png,ship-161.png,ship,pad,True
klsg_ship-162_t0.png,ship-162.png,ship,pad,True
klsg_ship-163_t0.png,ship-163.png,ship,pad,True
klsg_ship-164_t0.png,ship-164.png,ship,pad,True
klsg_ship-165_t0.png,ship-165.png,ship,pad,True
klsg_ship-166_t0.png,ship-166.png,ship,slide,True
klsg_ship-167_t0.png,ship-167.png,ship,pad,True
klsg_ship-168_t0.png,ship-168.png,ship,pad,True
klsg_ship-169_t0.png,ship-169.png,ship,slide,True
klsg_ship-303_t0.png,ship-303.png,ship,pad,True
klsg_ship-304_t0.png,ship-304.png,ship,pad,True
klsg_ship-305_t0.png,ship-305.png,ship,slide,True
klsg_ship-306_t0.png,ship-306.png,ship,pad,True
klsg_ship-307_t0.png,ship-307.png,ship,pad,True
klsg_ship-308_t0.png,ship-308.png,ship,pad,True
klsg_ship-309_t0.png,ship-309.png,ship,slide,True
klsg_ship-310_t0.png,ship-310.png,ship,pad,True
klsg_ship-311_t0.png,ship-311.png,ship,pad,True
klsg_ship-312_t0.png,ship-312.png,ship,pad,True
klsg_ship-313_t0.png,ship-313.png,ship,pad,True
klsg_ship-314_t0.png,ship-314.png,ship,pad,True
klsg_ship-315_t0.png,ship-315.png,ship,pad,True
klsg_ship-316_t0.png,ship-316.png,ship,pad,True
klsg_ship-317_t0.png,ship-317.png,ship,pad,True
klsg_ship-318_t0.png,ship-318.png,ship,pad,True
klsg_ship-319_t0.png,ship-319.png,ship,slide,True
klsg_ship-320_t0.png,ship-320.png,ship,pad,True
klsg_ship-321_t0.png,ship-321.png,ship,slide,True
klsg_ship-321_t1.png,ship-321.png,ship,slide,True
klsg_ship-322_t0.png,ship-322.png,ship,pad,True
klsg_ship-323_t0.png,ship-323.png,ship,pad,True
klsg_ship-324_t0.png,ship-324.png,ship,pad,True
klsg_ship-325_t0.png,ship-325.png,ship,pad,True
klsg_ship-326_t0.png,ship-326.png,ship,pad,True
klsg_ship-327_t0.png,ship-327.png,ship,pad,True
klsg_ship-328_t0.png,ship-328.png,ship,pad,True
klsg_ship-329_t0.png,ship-329.png,ship,pad,True
klsg_ship-330_t0.png,ship-330.png,ship,pad,True
klsg_ship-331_t0.png,ship-331.png,ship,pad,True
klsg_ship-332_t0.png,ship-332.png,ship,pad,True
klsg_ship-333_t0.png,ship-333.png,ship,pad,True
klsg_ship-334_t0.png,ship-334.png,ship,pad,True
klsg_ship-335_t0.png,ship-335.png,ship,pad,True
klsg_ship-336_t0.png,ship-336.png,ship,pad,True
klsg_ship-337_t0.png,ship-337.png,ship,pad,True
klsg_ship-338_t0.png,ship-338.png,ship,pad,True
klsg_ship-339_t0.png,ship-339.png,ship,pad,True
klsg_ship-340_t0.png,ship-340.png,ship,slide,True
klsg_ship-341_t0.png,ship-341.png,ship,pad,True
klsg_ship-342_t0.png,ship-342.png,ship,pad,True
klsg_ship-343_t0.png,ship-343.png,ship,slide,True
klsg_ship-344_t0.png,ship-344.png,ship,pad,True
klsg_ship-345_t0.png,ship-345.png,ship,pad,True
klsg_ship-346_t0.png,ship-346.png,ship,pad,True
klsg_ship-347_t0.png,ship-347.png,ship,pad,True
klsg_ship-348_t0.png,ship-348.png,ship,pad,True
klsg_ship-349_t0.png,ship-349.png,ship,slide,True
klsg_ship-350_t0.png,ship-350.png,ship,pad,True
klsg_ship-351_t0.png,ship-351.png,ship,pad,True
klsg_ship-352_t0.png,ship-352.png,ship,pad,True
klsg_ship-353_t0.png,ship-353.png,ship,pad,True
klsg_ship-354_t0.png,ship-354.png,ship,pad,True
klsg_ship-355_t0.png,ship-355.png,ship,pad,True
klsg_ship-356_t0.png,ship-356.png,ship,slide,True
klsg_ship-357_t0.png,ship-357.png,ship,pad,True
klsg_ship-359_t0.png,ship-359.png,ship,pad,True
klsg_ship-360_t0.png,ship-360.png,ship,pad,True
klsg_ship-361_t0.png,ship-361.png,ship,pad,True
klsg_ship-362_t0.png,ship-362.png,ship,pad,True
klsg_ship-363_t0.png,ship-363.png,ship,pad,True
klsg_ship172_t0.png,ship172.png,ship,pad,True
klsg_ship173_t0.png,ship173.png,ship,pad,True
klsg_ship174_t0.png,ship174.png,ship,pad,True
klsg_ship175_t0.png,ship175.png,ship,pad,True
klsg_ship176_t0.png,ship176.png,ship,pad,True
klsg_ship177_t0.png,ship177.png,ship,pad,True
klsg_ship178_t0.png,ship178.png,ship,pad,True
klsg_ship179_t0.png,ship179.png,ship,pad,True
klsg_ship180_t0.png,ship180.png,ship,slide,True
klsg_ship180_t1.png,ship180.png,ship,slide,True
klsg_ship180_t2.png,ship180.png,ship,slide,True
klsg_ship180_t3.png,ship180.png,ship,slide,True
klsg_ship180_t4.png,ship180.png,ship,slide,True
klsg_ship180_t5.png,ship180.png,ship,slide,True
klsg_ship180_t6.png,ship180.png,ship,slide,True
klsg_ship180_t7.png,ship180.png,ship,slide,True
klsg_ship180_t8.png,ship180.png,ship,slide,True
klsg_ship180_t9.png,ship180.png,ship,slide,True
klsg_ship180_t10.png,ship180.png,ship,slide,True
klsg_ship180_t11.png,ship180.png,ship,slide,True
klsg_ship181_t0.png,ship181.png,ship,pad,True
klsg_ship182_t0.png,ship182.png,ship,pad,True
klsg_ship183_t0.png,ship183.png,ship,pad,True
klsg_ship184_t0.png,ship184.png,ship,pad,True
klsg_ship185_t0.png,ship185.png,ship,pad,True
klsg_ship186_t0.png,ship186.png,ship,pad,True
klsg_ship187_t0.png,ship187.png,ship,pad,True
klsg_ship188_t0.png,ship188.png,ship,pad,True
klsg_ship189_t0.png,ship189.png,ship,pad,True
klsg_ship190_t0.png,ship190.png,ship,pad,True
klsg_ship191_t0.png,ship191.png,ship,pad,True
klsg_ship192_t0.png,ship192.png,ship,pad,True
klsg_ship193_t0.png,ship193.png,ship,pad,True
klsg_ship194_t0.png,ship194.png,ship,pad,True
klsg_ship195_t0.png,ship195.png,ship,pad,True
klsg_ship196_t0.png,ship196.png,ship,pad,True
klsg_ship197_t0.png,ship197.png,ship,pad,True
klsg_ship198_t0.png,ship198.png,ship,pad,True
klsg_ship199_t0.png,ship199.png,ship,pad,True
klsg_ship200_t0.png,ship200.png,ship,pad,True
klsg_ship201_t0.png,ship201.png,ship,pad,True
klsg_ship202_t0.png,ship202.png,ship,pad,True
klsg_ship203_t0.png,ship203.png,ship,pad,True
klsg_ship204_t0.png,ship204.png,ship,pad,True
klsg_ship205_t0.png,ship205.png,ship,pad,True
klsg_ship206_t0.png,ship206.png,ship,pad,True
klsg_ship207_t0.png,ship207.png,ship,pad,True
klsg_ship208_t0.png,ship208.png,ship,pad,True
klsg_ship209_t0.png,ship209.png,ship,slide,True
klsg_ship210_t0.png,ship210.png,ship,pad,True
klsg_ship211_t0.png,ship211.png,ship,pad,True
klsg_ship212_t0.png,ship212.png,ship,pad,True
klsg_ship213_t0.png,ship213.png,ship,pad,True
klsg_ship214_t0.png,ship214.png,ship,pad,True
klsg_ship215_t0.png,ship215.png,ship,pad,True
klsg_ship216_t0.png,ship216.png,ship,pad,True
klsg_ship217_t0.png,ship217.png,ship,pad,True
klsg_ship218_t0.png,ship218.png,ship,pad,True
klsg_ship219_t0.png,ship219.png,ship,slide,True
klsg_ship220_t0.png,ship220.png,ship,slide,True
klsg_ship221_t0.png,ship221.png,ship,pad,True
klsg_ship222_t0.png,ship222.png,ship,pad,True
klsg_ship223_t0.png,ship223.png,ship,slide,True
klsg_ship224_t0.png,ship224.png,ship,pad,True
klsg_ship225_t0.png,ship225.png,ship,pad,True
klsg_ship226_t0.png,ship226.png,ship,pad,True
klsg_ship227_t0.png,ship227.png,ship,pad,True
klsg_ship228_t0.png,ship228.png,ship,pad,True
klsg_ship229_t0.png,ship229.png,ship,pad,True
klsg_ship230_t0.png,ship230.png,ship,pad,True
klsg_ship231_t0.png,ship231.png,ship,pad,True
klsg_ship232_t0.png,ship232.png,ship,slide,True
klsg_ship232_t1.png,ship232.png,ship,slide,True
klsg_ship233_t0.png,ship233.png,ship,pad,True
klsg_ship234_t0.png,ship234.png,ship,pad,True
klsg_ship235_t0.png,ship235.png,ship,pad,True
klsg_ship236_t0.png,ship236.png,ship,pad,True
klsg_ship237_t0.png,ship237.png,ship,slide,True
klsg_ship238_t0.png,ship238.png,ship,pad,True
klsg_ship239_t0.png,ship239.png,ship,slide,True
klsg_ship240_t0.png,ship240.png,ship,slide,True
klsg_ship241_t0.png,ship241.png,ship,pad,True
klsg_ship242_t0.png,ship242.png,ship,slide,True
klsg_ship243_t0.png,ship243.png,ship,pad,True
klsg_ship244_t0.png,ship244.png,ship,slide,True
klsg_ship245_t0.png,ship245.png,ship,pad,True
klsg_ship246_t0.png,ship246.png,ship,pad,True
klsg_ship247_t0.png,ship247.png,ship,pad,True
klsg_ship248_t0.png,ship248.png,ship,pad,True
klsg_ship249_t0.png,ship249.png,ship,slide,True
klsg_ship250_t0.png,ship250.png,ship,pad,True
klsg_ship251_t0.png,ship251.png,ship,pad,True
klsg_ship252_t0.png,ship252.png,ship,pad,True
klsg_ship253_t0.png,ship253.png,ship,slide,True
klsg_ship253_t1.png,ship253.png,ship,slide,True
klsg_ship254_t0.png,ship254.png,ship,pad,True
klsg_ship255_t0.png,ship255.png,ship,pad,True
klsg_ship256_t0.png,ship256.png,ship,pad,True
klsg_ship257_t0.png,ship257.png,ship,pad,True
klsg_ship258_t0.png,ship258.png,ship,slide,True
klsg_ship259_t0.png,ship259.png,ship,slide,True
klsg_ship260_t0.png,ship260.png,ship,pad,True
klsg_ship261_t0.png,ship261.png,ship,pad,True
klsg_ship262_t0.png,ship262.png,ship,pad,True
klsg_ship263_t0.png,ship263.png,ship,pad,True
klsg_ship264_t0.png,ship264.png,ship,pad,True
klsg_ship265_t0.png,ship265.png,ship,pad,True
klsg_ship266_t0.png,ship266.png,ship,pad,True
klsg_ship267_t0.png,ship267.png,ship,slide,True
klsg_ship268_t0.png,ship268.png,ship,pad,True
klsg_ship269_t0.png,ship269.png,ship,pad,True
klsg_ship270_t0.png,ship270.png,ship,pad,True
klsg_ship271_t0.png,ship271.png,ship,pad,True
klsg_ship272_t0.png,ship272.png,ship,pad,True
klsg_ship273_t0.png,ship273.png,ship,pad,True
klsg_ship274_t0.png,ship274.png,ship,pad,True
klsg_ship275_t0.png,ship275.png,ship,pad,True
klsg_ship276_t0.png,ship276.png,ship,slide,True
klsg_ship277_t0.png,ship277.png,ship,slide,True
klsg_ship277_t1.png,ship277.png,ship,slide,True
klsg_ship277_t2.png,ship277.png,ship,slide,True
klsg_ship277_t3.png,ship277.png,ship,slide,True
klsg_ship278_t0.png,ship278.png,ship,slide,True
klsg_ship279_t0.png,ship279.png,ship,pad,True
klsg_ship280_t0.png,ship280.png,ship,pad,True
klsg_ship281_t0.png,ship281.png,ship,slide,True
klsg_ship282_t0.png,ship282.png,ship,slide,True
klsg_ship283_t0.png,ship283.png,ship,slide,True
klsg_ship284_t0.png,ship284.png,ship,pad,True
klsg_ship285_t0.png,ship285.png,ship,pad,True
klsg_ship286_t0.png,ship286.png,ship,pad,True
klsg_ship287_t0.png,ship287.png,ship,pad,True
klsg_ship288_t0.png,ship288.png,ship,slide,True
klsg_ship288_t1.png,ship288.png,ship,slide,True
klsg_ship289_t0.png,ship289.png,ship,pad,True
klsg_ship290_t0.png,ship290.png,ship,slide,True
klsg_ship290_t1.png,ship290.png,ship,slide,True
klsg_ship290_t2.png,ship290.png,ship,slide,True
klsg_ship290_t3.png,ship290.png,ship,slide,True
klsg_ship291_t0.png,ship291.png,ship,pad,True
klsg_ship292_t0.png,ship292.png,ship,pad,True
klsg_ship293_t0.png,ship293.png,ship,pad,True
klsg_ship294_t0.png,ship294.png,ship,pad,True
klsg_ship295_t0.png,ship295.png,ship,pad,True
klsg_ship296_t0.png,ship296.png,ship,pad,True
klsg_ship297_t0.png,ship297.png,ship,pad,True
klsg_ship298_t0.png,ship298.png,ship,pad,True
klsg_ship299_t0.png,ship299.png,ship,pad,True
klsg_ship300_t0.png,ship300.png,ship,pad,True
klsg_ship301_t0.png,ship301.png,ship,pad,True
klsg_ship302_t0.png,ship302.png,ship,pad,True
